;ACCIMT Observatory;	ACCIMT Observatory
;Lafayette;LA	Lafayette, LA
;Lake Charles;LA	Lake Charles, LA
;Mc Nary;LA	Mc Nary, LA
;Metairie;LA	Metairie, LA
;Monroe;LA	Monroe, LA
;Morgan City;LA	Morgan City, LA
;New Iberia;LA	New Iberia, LA
;New Orleans;LA	New Orleans, LA
;Port Sulphur;LA	Port Sulphur, LA
;Ruston;LA	Ruston, LA
;Shreveport;LA	Shreveport, LA
;Slidell;LA	Slidell, LA
;Thibodaux;LA	Thibodaux, LA
;Walker;LA	Walker, LA
;Winnfield;LA	Winnfield, LA
;Adams;MA	Adams, MA
;Arlington;MA	Arlington, MA
;Attleboro;MA	Attleboro, MA
;Boston;MA	Boston, MA
;Brockton;MA	Brockton, MA
;Brookline;MA	Brookline, MA
;Cambridge;MA	Cambridge, MA
;Chicopee;MA	Chicopee, MA
;East Boston;MA	East Boston, MA
;Fall River;MA	Fall River, MA
;Fitchburg;MA	Fitchburg, MA
;Framingham;MA	Framingham, MA
;Holliston;MA	Holliston, MA
;Holyoke;MA	Holyoke, MA
;Lawrence;MA	Lawrence, MA
;Lowell;MA	Lowell, MA
;Lynn;MA	Lynn, MA
;Malden;MA	Malden, MA
;Mashpee;MA	Mashpee, MA
;Medford;MA	Medford, MA
;New Bedford;MA	New Bedford, MA
;Newton;MA	Newton, MA
;Pittsfield;MA	Pittsfield, MA
;Plymouth;MA	Plymouth, MA
;Quincy;MA	Quincy, MA
;Salem;MA	Salem, MA
;Somerville;MA	Somerville, MA
;Springfield;MA	Springfield, MA
;W. Springfield;MA	W. Springfield, MA
;Wakefield;MA	Wakefield, MA
;Waltham;MA	Waltham, MA
;Westover AFB;MA	Westover AFB, MA
;Weymouth;MA	Weymouth, MA
;Worcester;MA	Worcester, MA
;Aberdeen;MD	Aberdeen, MD
;Aberdeen Prv Gnd;MD	Aberdeen Prv Gnd, MD
;Annapolis;MD	Annapolis, MD
;Baltimore;MD	Baltimore, MD
;Bethesda;MD	Bethesda, MD
;Bowie;MD	Bowie, MD
;Cambridge;MD	Cambridge, MD
;Centreville;MD	Centreville, MD
;Cockeysville;MD	Cockeysville, MD
;College Park;MD	College Park, MD
;Cumberland;MD	Cumberland, MD
;Dundalk;MD	Dundalk, MD
;Frederick;MD	Frederick, MD
;Gaithersburg;MD	Gaithersburg, MD
;Greenbelt;MD	Greenbelt, MD
;Hagerstown;MD	Hagerstown, MD
;Laurel;MD	Laurel, MD
;New Carrollton;MD	New Carrollton, MD
;Ocean City;MD	Ocean City, MD
;Pocomoke City;MD	Pocomoke City, MD
;Potomac;MD	Potomac, MD
;Rockville;MD	Rockville, MD
;Salisbury;MD	Salisbury, MD
;Silver Spring;MD	Silver Spring, MD
;St. Michales;MD	St. Michales, MD
;Westminster;MD	Westminster, MD
;Wheaton;MD	Wheaton, MD
;Ashland;ME	Ashland, ME
;Auburn;ME	Auburn, ME
;Augusta;ME	Augusta, ME
;Bangor;ME	Bangor, ME
;Bar Harbor;ME	Bar Harbor, ME
;Biddeford;ME	Biddeford, ME
;Brunswick;ME	Brunswick, ME
;Gorham;ME	Gorham, ME
;Greenville;ME	Greenville, ME
;Kennebunk;ME	Kennebunk, ME
;Lewiston;ME	Lewiston, ME
;Lincoln;ME	Lincoln, ME
;Millinocket;ME	Millinocket, ME
;Monticello;ME	Monticello, ME
;Norway;ME	Norway, ME
;Oakfield;ME	Oakfield, ME
;Portland;ME	Portland, ME
;Rangeley;ME	Rangeley, ME
;Rockland;ME	Rockland, ME
;Rockwood;ME	Rockwood, ME
;S. Portland;ME	S. Portland, ME
;Saco;ME	Saco, ME
;Sanford;ME	Sanford, ME
;Stockholm;ME	Stockholm, ME
;Van Buren;ME	Van Buren, ME
;Waldoboro;ME	Waldoboro, ME
;Westbrook;ME	Westbrook, ME
;Ann Arbor;MI	Ann Arbor, MI
;Battle Creek;MI	Battle Creek, MI
;Bay City;MI	Bay City, MI
;Dearborn;MI	Dearborn, MI
;Dearborn Heights;MI	Dearborn Heights, MI
;Detroit;MI	Detroit, MI
;E. Lansing;MI	E. Lansing, MI
;Flint;MI	Flint, MI
;Grand Rapids;MI	Grand Rapids, MI
;Hancock;MI	Hancock, MI
;Harper Woods;MI	Harper Woods, MI
;Iron River;MI	Iron River, MI
;Jackson;MI	Jackson, MI
;Kalamazoo;MI	Kalamazoo, MI
;Lansing;MI	Lansing, MI
;LaPeer;MI	LaPeer, MI
;Livonia;MI	Livonia, MI
;Marquette;MI	Marquette, MI
;Muskegon;MI	Muskegon, MI
;Novi;MI	Novi, MI
;Pontiac;MI	Pontiac, MI
;Port Huron;MI	Port Huron, MI
;Rochester Hills;MI	Rochester Hills, MI
;Roseville;MI	Roseville, MI
;Royal Oak;MI	Royal Oak, MI
;Saginaw;MI	Saginaw, MI
;Sault Ste. Marie;MI	Sault Ste. Marie, MI
;Southfield;MI	Southfield, MI
;St. Clair Shores;MI	St. Clair Shores, MI
;Sterling Heights;MI	Sterling Heights, MI
;Taylor;MI	Taylor, MI
;Traverse City;MI	Traverse City, MI
;Troy;MI	Troy, MI
;Warren;MI	Warren, MI
;Westland;MI	Westland, MI
;Wyoming;MI	Wyoming, MI
;Ada;MN	Ada, MN
;Argyle;MN	Argyle, MN
;Aurora;MN	Aurora, MN
;Bloomington;MN	Bloomington, MN
;Brooklyn Park;MN	Brooklyn Park, MN
;Carlton;MN	Carlton, MN
;Duluth;MN	Duluth, MN
;Eagan;MN	Eagan, MN
;Edina;MN	Edina, MN
;Fairfax;MN	Fairfax, MN
;Glenwood;MN	Glenwood, MN
;Granite Falls;MN	Granite Falls, MN
;Hill City;MN	Hill City, MN
;Hutchinson;MN	Hutchinson, MN
;Madelia;MN	Madelia, MN
;Mantorville;MN	Mantorville, MN
;Minneapolis;MN	Minneapolis, MN
;Minnetonka;MN	Minnetonka, MN
;Northfield;MN	Northfield, MN
;Park Rapids;MN	Park Rapids, MN
;Pine City;MN	Pine City, MN
;Plymouth;MN	Plymouth, MN
;Rochester;MN	Rochester, MN
;St. Cloud;MN	St. Cloud, MN
;St. Louis Park;MN	St. Louis Park, MN
;St. Paul;MN	St. Paul, MN
;Waseca;MN	Waseca, MN
;Winona;MN	Winona, MN
;Cape Girardeau;MO	Cape Girardeau, MO
;Chillicothe;MO	Chillicothe, MO
;Columbia;MO	Columbia, MO
;Crestwood;MO	Crestwood, MO
;Crocker;MO	Crocker, MO
;Florissant;MO	Florissant, MO
;Fredericktown;MO	Fredericktown, MO
;Hannibal;MO	Hannibal, MO
;Independence;MO	Independence, MO
;Jefferson City;MO	Jefferson City, MO
;Joplin;MO	Joplin, MO
;Kansas City;MO	Kansas City, MO
;Lebanon;MO	Lebanon, MO
;Mexico;MO	Mexico, MO
;Mountain View;MO	Mountain View, MO
;Nevada;MO	Nevada, MO
;Pacific;MO	Pacific, MO
;Poplar Bluff;MO	Poplar Bluff, MO
;Princeton;MO	Princeton, MO
;Rockport;MO	Rockport, MO
;Springfield;MO	Springfield, MO
;St. Charles;MO	St. Charles, MO
;St. Joseph;MO	St. Joseph, MO
;St. Louis;MO	St. Louis, MO
;University City;MO	University City, MO
;Bay St. Louis;MS	Bay St. Louis, MS
;Biloxi;MS	Biloxi, MS
;Clarksdale;MS	Clarksdale, MS
;Columbus;MS	Columbus, MS
;Corinth;MS	Corinth, MS
;Greenville;MS	Greenville, MS
;Greenwood;MS	Greenwood, MS
;Gulfport;MS	Gulfport, MS
;Hattiesburg;MS	Hattiesburg, MS
;Holly Springs;MS	Holly Springs, MS
;Jackson;MS	Jackson, MS
;Laurel;MS	Laurel, MS
;Meridian;MS	Meridian, MS
;Natchez;MS	Natchez, MS
;Oxford;MS	Oxford, MS
;Pascagoula;MS	Pascagoula, MS
;Picayune;MS	Picayune, MS
;Tupelo;MS	Tupelo, MS
;Vicksburg;MS	Vicksburg, MS
;Winona;MS	Winona, MS
;Anaconda;MT	Anaconda, MT
;Baker;MT	Baker, MT
;Billings;MT	Billings, MT
;Bozeman;MT	Bozeman, MT
;Butte;MT	Butte, MT
;Chinook;MT	Chinook, MT
;Cut Bank;MT	Cut Bank, MT
;Dillon;MT	Dillon, MT
;Forsyth;MT	Forsyth, MT
;Great Falls;MT	Great Falls, MT
;Havre;MT	Havre, MT
;Helena;MT	Helena, MT
;Kalispell;MT	Kalispell, MT
;Lewistown;MT	Lewistown, MT
;Livingston;MT	Livingston, MT
;Lolo;MT	Lolo, MT
;Missoula;MT	Missoula, MT
;Opheim;MT	Opheim, MT
;Polson;MT	Polson, MT
;Poplar;MT	Poplar, MT
;Roundup;MT	Roundup, MT
;Troy;MT	Troy, MT
;Winnett;MT	Winnett, MT
;Asheville;NC	Asheville, NC
;Boone;NC	Boone, NC
;Burlington;NC	Burlington, NC
;Chapel Hill;NC	Chapel Hill, NC
;Charlotte;NC	Charlotte, NC
;Durham;NC	Durham, NC
;Elizabeth City;NC	Elizabeth City, NC
;Fayetteville;NC	Fayetteville, NC
;Gastonia;NC	Gastonia, NC
;Goldsboro;NC	Goldsboro, NC
;Greensboro;NC	Greensboro, NC
;Hickory;NC	Hickory, NC
;High Point;NC	High Point, NC
;Kannapolis;NC	Kannapolis, NC
;Knightdale;NC	Knightdale, NC
;Oxford;NC	Oxford, NC
;Raleigh;NC	Raleigh, NC
;Rocky Mount;NC	Rocky Mount, NC
;Statesville;NC	Statesville, NC
;Swannanoa;NC	Swannanoa, NC
;Wilmington;NC	Wilmington, NC
;Winston-Salem;NC	Winston-Salem, NC
;Ashley;ND	Ashley, ND
;Beach;ND	Beach, ND
;Bismarck;ND	Bismarck, ND
;Bowman;ND	Bowman, ND
;Devils Lake;ND	Devils Lake, ND
;Dickinson;ND	Dickinson, ND
;Fargo;ND	Fargo, ND
;Garrison;ND	Garrison, ND
;Grand Forks;ND	Grand Forks, ND
;Hankinson;ND	Hankinson, ND
;Hannah;ND	Hannah, ND
;Harvey;ND	Harvey, ND
;Hillsboro;ND	Hillsboro, ND
;Jamestown;ND	Jamestown, ND
;Lakota;ND	Lakota, ND
;Lisbon;ND	Lisbon, ND
;Mandan;ND	Mandan, ND
;Minot;ND	Minot, ND
;New Rockford;ND	New Rockford, ND
;Pembina;ND	Pembina, ND
;Rugby;ND	Rugby, ND
;W. Fargo;ND	W. Fargo, ND
;Williston;ND	Williston, ND
;Ainsworth;NE	Ainsworth, NE
;Alliance;NE	Alliance, NE
;Atkinson;NE	Atkinson, NE
;Bellevue;NE	Bellevue, NE
;Columbus;NE	Columbus, NE
;Crawford;NE	Crawford, NE
;Crofton;NE	Crofton, NE
;Fremont;NE	Fremont, NE
;Grand Island;NE	Grand Island, NE
;Hastings;NE	Hastings, NE
;Humboldt;NE	Humboldt, NE
;Kearney;NE	Kearney, NE
;Kimball;NE	Kimball, NE
;Lincoln;NE	Lincoln, NE
;Lincoln Muni;NE	Lincoln Muni, NE
;Mc Cook;NE	Mc Cook, NE
;Norfolk;NE	Norfolk, NE
;North Platte;NE	North Platte, NE
;Ogallala;NE	Ogallala, NE
;Omaha;NE	Omaha, NE
;Pierce;NE	Pierce, NE
;Sargent;NE	Sargent, NE
;Schuyler;NE	Schuyler, NE
;Valentine;NE	Valentine, NE
;Wayne;NE	Wayne, NE
;Berlin;NH	Berlin, NH
;Claremont;NH	Claremont, NH
;Concord;NH	Concord, NH
;Conway;NH	Conway, NH
;Derry;NH	Derry, NH
;Dover;NH	Dover, NH
;Exeter;NH	Exeter, NH
;Franklin;NH	Franklin, NH
;Groveton;NH	Groveton, NH
;Keene;NH	Keene, NH
;Laconia;NH	Laconia, NH
;Lancaster;NH	Lancaster, NH
;Lebanon;NH	Lebanon, NH
;Littleton;NH	Littleton, NH
;Manchester;NH	Manchester, NH
;Meredith;NH	Meredith, NH
;Merrimack;NH	Merrimack, NH
;Milford;NH	Milford, NH
;Nashua;NH	Nashua, NH
;Newport;NH	Newport, NH
;Plymouth;NH	Plymouth, NH
;Portsmouth;NH	Portsmouth, NH
;Rochester;NH	Rochester, NH
;Salem;NH	Salem, NH
;Weirs;NH	Weirs, NH
;Winchester;NH	Winchester, NH
;Woodsville;NH	Woodsville, NH
;Atlantic City;NJ	Atlantic City, NJ
;Bayonne;NJ	Bayonne, NJ
;Bloomfield;NJ	Bloomfield, NJ
;Bordentown;NJ	Bordentown, NJ
;Bridgeton;NJ	Bridgeton, NJ
;Camden;NJ	Camden, NJ
;Cape May;NJ	Cape May, NJ
;Clark;NJ	Clark, NJ
;Clifton;NJ	Clifton, NJ
;Cranford;NJ	Cranford, NJ
;E. Brunswick;NJ	E. Brunswick, NJ
;East Orange;NJ	East Orange, NJ
;Eastampton;NJ	Eastampton, NJ
;Elizabeth;NJ	Elizabeth, NJ
;Freehold;NJ	Freehold, NJ
;Highland Lakes;NJ	Highland Lakes, NJ
;Irvington;NJ	Irvington, NJ
;Jersey City;NJ	Jersey City, NJ
;Marlton;NJ	Marlton, NJ
;Millville;NJ	Millville, NJ
;Mine Hill;NJ	Mine Hill, NJ
;Morristown;NJ	Morristown, NJ
;N. Cape May;NJ	N. Cape May, NJ
;New Brunswick;NJ	New Brunswick, NJ
;Newark;NJ	Newark, NJ
;Newton;NJ	Newton, NJ
;Ocean Grove;NJ	Ocean Grove, NJ
;Paterson;NJ	Paterson, NJ
;Perth Amboy;NJ	Perth Amboy, NJ
;Plainfield;NJ	Plainfield, NJ
;Princeton;NJ	Princeton, NJ
;Somerset;NJ	Somerset, NJ
;Somerville;NJ	Somerville, NJ
;Trenton;NJ	Trenton, NJ
;Union City;NJ	Union City, NJ
;Vineland;NJ	Vineland, NJ
;Alamogordo;NM	Alamogordo, NM
;Albuquerque;NM	Albuquerque, NM
;Aztec;NM	Aztec, NM
;Belen;NM	Belen, NM
;Carrizozo;NM	Carrizozo, NM
;Clovis;NM	Clovis, NM
;Farmington;NM	Farmington, NM
;Folsom;NM	Folsom, NM
;Gallup;NM	Gallup, NM
;Hobbs;NM	Hobbs, NM
;Las Cruces;NM	Las Cruces, NM
;Lordsburg;NM	Lordsburg, NM
;Los Alamos;NM	Los Alamos, NM
;Magdalena;NM	Magdalena, NM
;Northrop Strip;NM	Northrop Strip, NM
;Park View;NM	Park View, NM
;Roswell;NM	Roswell, NM
;Santa Fe;NM	Santa Fe, NM
;Santa Rosa;NM	Santa Rosa, NM
;Socorro (New Mexico Tech.);NM	Socorro (New Mexico Tech.), NM
;Taos;NM	Taos, NM
;Truth or Consequences;NM	Truth or Consequences, NM
;Tucumcari;NM	Tucumcari, NM
;Vaughn;NM	Vaughn, NM
;Alamo;NV	Alamo, NV
;Austin;NV	Austin, NV
;Beatty;NV	Beatty, NV
;Boulder City;NV	Boulder City, NV
;Caliente;NV	Caliente, NV
;Carson City;NV	Carson City, NV
;E. Las Vegas;NV	E. Las Vegas, NV
;Elko;NV	Elko, NV
;Eureka;NV	Eureka, NV
;Fallon;NV	Fallon, NV
;Goldfield;NV	Goldfield, NV
;Hawthorne;NV	Hawthorne, NV
;Henderson;NV	Henderson, NV
;Las Vegas;NV	Las Vegas, NV
;Lovelock;NV	Lovelock, NV
;Mc Gill;NV	Mc Gill, NV
;Midas;NV	Midas, NV
;N. Las Vegas;NV	N. Las Vegas, NV
;Nellis AFB;NV	Nellis AFB, NV
;Paradise;NV	Paradise, NV
;Reno;NV	Reno, NV
;Sparks;NV	Sparks, NV
;Wells;NV	Wells, NV
;Winnemucca;NV	Winnemucca, NV
;Albany;NY	Albany, NY
;Binghamton;NY	Binghamton, NY
;Buffalo;NY	Buffalo, NY
;Central Islip;NY	Central Islip, NY
;Elmira;NY	Elmira, NY
;Fort Salonga;NY	Fort Salonga, NY
;Glens Falls;NY	Glens Falls, NY
;Hollis Hills;NY	Hollis Hills, NY
;Huntington Station;NY	Huntington Station, NY
;Lewiston;NY	Lewiston, NY
;Lindenhurst;NY	Lindenhurst, NY
;Malone;NY	Malone, NY
;Montour Falls;NY	Montour Falls, NY
;Mount Vernon;NY	Mount Vernon, NY
;N. Bellmore;NY	N. Bellmore, NY
;Neponsit;NY	Neponsit, NY
;New Rochelle;NY	New Rochelle, NY
;New York;NY	New York, NY
;Niagara Falls;NY	Niagara Falls, NY
;Olean;NY	Olean, NY
;Plattsburgh;NY	Plattsburgh, NY
;Plattsburgh AFB;NY	Plattsburgh AFB, NY
;Poughkeepsie;NY	Poughkeepsie, NY
;Rochester;NY	Rochester, NY
;Schenectady;NY	Schenectady, NY
;Southampton;NY	Southampton, NY
;Staten Island;NY	Staten Island, NY
;Stony Brook;NY	Stony Brook, NY
;Syracuse;NY	Syracuse, NY
;Tillson;NY	Tillson, NY
;Troy;NY	Troy, NY
;Utica;NY	Utica, NY
;Valhalla;NY	Valhalla, NY
;Watertown;NY	Watertown, NY
;White Plains;NY	White Plains, NY
;Yonkers;NY	Yonkers, NY
;Yorktown Heights;NY	Yorktown Heights, NY
;Akron;OH	Akron, OH
;Amherst;OH	Amherst, OH
;Barnesville;OH	Barnesville, OH
;Brilliant;OH	Brilliant, OH
;Canton;OH	Canton, OH
;Chagrin Falls;OH	Chagrin Falls, OH
;Chillicothe;OH	Chillicothe, OH
;Cincinnati;OH	Cincinnati, OH
;Circleville;OH	Circleville, OH
;Cleveland;OH	Cleveland, OH
;Columbia Stn.;OH	Columbia Stn., OH
;Columbus;OH	Columbus, OH
;Dayton;OH	Dayton, OH
;Elyria;OH	Elyria, OH
;Euclid;OH	Euclid, OH
;Hamilton;OH	Hamilton, OH
;Kettering;OH	Kettering, OH
;Lakewood;OH	Lakewood, OH
;Lima;OH	Lima, OH
;Lorain;OH	Lorain, OH
;Mansfield;OH	Mansfield, OH
;North Olmstead;OH	North Olmstead, OH
;Oberlin;OH	Oberlin, OH
;Parma;OH	Parma, OH
;Portsmouth;OH	Portsmouth, OH
;Shelby;OH	Shelby, OH
;Springfield;OH	Springfield, OH
;Steubenville;OH	Steubenville, OH
;Toledo;OH	Toledo, OH
;Warren;OH	Warren, OH
;Wright-Patterson AFB;OH	Wright-Patterson AFB, OH
;Youngstown;OH	Youngstown, OH
;Zanesville;OH	Zanesville, OH
;Afton;OK	Afton, OK
;Antlers;OK	Antlers, OK
;Ardmore;OK	Ardmore, OK
;Bartlesville;OK	Bartlesville, OK
;Blackwell;OK	Blackwell, OK
;Boise City;OK	Boise City, OK
;Broken Arrow;OK	Broken Arrow, OK
;Cherokee;OK	Cherokee, OK
;Edmond;OK	Edmond, OK
;Elk City;OK	Elk City, OK
;Enid;OK	Enid, OK
;Guthrie;OK	Guthrie, OK
;Hooker;OK	Hooker, OK
;Lawton;OK	Lawton, OK
;Mangum;OK	Mangum, OK
;Mc Alester;OK	Mc Alester, OK
;Midwest City;OK	Midwest City, OK
;Moore;OK	Moore, OK
;Muskogee;OK	Muskogee, OK
;Norman;OK	Norman, OK
;Oklahoma City;OK	Oklahoma City, OK
;Ponca City;OK	Ponca City, OK
;Sallisaw;OK	Sallisaw, OK
;Tulsa;OK	Tulsa, OK
;Woodward;OK	Woodward, OK
;Albany;OR	Albany, OR
;Astoria;OR	Astoria, OR
;Beaverton;OR	Beaverton, OR
;Bend;OR	Bend, OR
;Brookings;OR	Brookings, OR
;Burns;OR	Burns, OR
;Condon;OR	Condon, OR
;Corvallis;OR	Corvallis, OR
;Eugene;OR	Eugene, OR
;Grants Pass;OR	Grants Pass, OR
;Gresham;OR	Gresham, OR
;Hillsboro;OR	Hillsboro, OR
;Klamath Falls;OR	Klamath Falls, OR
;La Grande;OR	La Grande, OR
;Lake Oswego;OR	Lake Oswego, OR
;Medford;OR	Medford, OR
;Newport;OR	Newport, OR
;Pendleton;OR	Pendleton, OR
;Portland;OR	Portland, OR
;Salem;OR	Salem, OR
;Springfield;OR	Springfield, OR
;Vale;OR	Vale, OR
;Wallowa;OR	Wallowa, OR
;Wasco;OR	Wasco, OR
;Allentown;PA	Allentown, PA
;Altoona;PA	Altoona, PA
;Bethlehem;PA	Bethlehem, PA
;Cheltenham;PA	Cheltenham, PA
;Chester;PA	Chester, PA
;E. Stroudsburg;PA	E. Stroudsburg, PA
;Elverson;PA	Elverson, PA
;Ephrata;PA	Ephrata, PA
;Erie;PA	Erie, PA
;Harrisburg;PA	Harrisburg, PA
;Johnstown;PA	Johnstown, PA
;Lancaster;PA	Lancaster, PA
;McKeesport;PA	McKeesport, PA
;Muncy;PA	Muncy, PA
;New Castle;PA	New Castle, PA
;Philadelphia;PA	Philadelphia, PA
;Pittsburgh;PA	Pittsburgh, PA
;Pottstown;PA	Pottstown, PA
;Quakertown;PA	Quakertown, PA
;Reading;PA	Reading, PA
;Scranton;PA	Scranton, PA
;Warren;PA	Warren, PA
;Waynesburg;PA	Waynesburg, PA
;Wilkes-Barre;PA	Wilkes-Barre, PA
;Wynnewood;PA	Wynnewood, PA
;Yardley;PA	Yardley, PA
;York;PA	York, PA
;Bristol;RI	Bristol, RI
;Cranston;RI	Cranston, RI
;Newport;RI	Newport, RI
;Pawtucket;RI	Pawtucket, RI
;Providence;RI	Providence, RI
;Rumford;RI	Rumford, RI
;W. Warwick;RI	W. Warwick, RI
;Warwick;RI	Warwick, RI
;Westerly;RI	Westerly, RI
;Woonsocket;RI	Woonsocket, RI
;Aiken;SC	Aiken, SC
;Anderson;SC	Anderson, SC
;Batesburg;SC	Batesburg, SC
;Beaufort;SC	Beaufort, SC
;Charleston;SC	Charleston, SC
;Cheraw;SC	Cheraw, SC
;Columbia;SC	Columbia, SC
;Dillon;SC	Dillon, SC
;Fairfax;SC	Fairfax, SC
;Florence;SC	Florence, SC
;Goose Creek;SC	Goose Creek, SC
;Great Falls;SC	Great Falls, SC
;Greenville;SC	Greenville, SC
;Greenwood;SC	Greenwood, SC
;Mauldin;SC	Mauldin, SC
;Myrtle Beach;SC	Myrtle Beach, SC
;N. Charleston;SC	N. Charleston, SC
;Orangeburg;SC	Orangeburg, SC
;Rock Hill;SC	Rock Hill, SC
;Spartanburg;SC	Spartanburg, SC
;Sumter;SC	Sumter, SC
;Aberdeen;SD	Aberdeen, SD
;Armour;SD	Armour, SD
;Brookings;SD	Brookings, SD
;Elk Point;SD	Elk Point, SD
;Ellsworth AFB;SD	Ellsworth AFB, SD
;Faith;SD	Faith, SD
;Groton;SD	Groton, SD
;Harrisburg;SD	Harrisburg, SD
;Highmore;SD	Highmore, SD
;Huron;SD	Huron, SD
;Lemmon;SD	Lemmon, SD
;Madison;SD	Madison, SD
;Milbank;SD	Milbank, SD
;Miller;SD	Miller, SD
;Mitchell;SD	Mitchell, SD
;Mobridge;SD	Mobridge, SD
;Newell;SD	Newell, SD
;Philip;SD	Philip, SD
;Pierre;SD	Pierre, SD
;Rapid City;SD	Rapid City, SD
;Sioux Falls;SD	Sioux Falls, SD
;Vermillion;SD	Vermillion, SD
;Watertown;SD	Watertown, SD
;Winner;SD	Winner, SD
;Woonsocket;SD	Woonsocket, SD
;Yankton;SD	Yankton, SD
;Alcoa;TN	Alcoa, TN
;Athens;TN	Athens, TN
;Bristol;TN	Bristol, TN
;Chattanooga;TN	Chattanooga, TN
;Clarksville;TN	Clarksville, TN
;Cleveland;TN	Cleveland, TN
;Collegedale;TN	Collegedale, TN
;Columbia;TN	Columbia, TN
;Dayton;TN	Dayton, TN
;Franklin;TN	Franklin, TN
;Greenville;TN	Greenville, TN
;Hendersonville;TN	Hendersonville, TN
;Jackson;TN	Jackson, TN
;Johnson City;TN	Johnson City, TN
;Kingsport;TN	Kingsport, TN
;Knoxville;TN	Knoxville, TN
;Memphis;TN	Memphis, TN
;Morristown;TN	Morristown, TN
;Murfreesboro;TN	Murfreesboro, TN
;Nashville;TN	Nashville, TN
;Oak Ridge;TN	Oak Ridge, TN
;Seymour;TN	Seymour, TN
;Shelbyville;TN	Shelbyville, TN
;Union City;TN	Union City, TN
;Abilene;TX	Abilene, TX
;Amarillo;TX	Amarillo, TX
;Arlington;TX	Arlington, TX
;Austin;TX	Austin, TX
;Baytown;TX	Baytown, TX
;Beaumont;TX	Beaumont, TX
;Brownsville;TX	Brownsville, TX
;Clear Lake City;TX	Clear Lake City, TX
;Corpus Christi;TX	Corpus Christi, TX
;Dallas;TX	Dallas, TX
;Del Rio;TX	Del Rio, TX
;Denton;TX	Denton, TX
;Dickinson;TX	Dickinson, TX
;Edna;TX	Edna, TX
;El Paso;TX	El Paso, TX
;Flower Mound;TX	Flower Mound, TX
;Ft. Worth;TX	Ft. Worth, TX
;Galveston;TX	Galveston, TX
;Garland;TX	Garland, TX
;Grand Prairie;TX	Grand Prairie, TX
;Houston;TX	Houston, TX
;Irving;TX	Irving, TX
;Laredo;TX	Laredo, TX
;Longview;TX	Longview, TX
;Lubbock;TX	Lubbock, TX
;Marshall;TX	Marshall, TX
;McAllen;TX	McAllen, TX
;Mesquite;TX	Mesquite, TX
;Midland;TX	Midland, TX
;Odessa;TX	Odessa, TX
;Pasadena;TX	Pasadena, TX
;Plano;TX	Plano, TX
;Port Arthur;TX	Port Arthur, TX
;Richardson;TX	Richardson, TX
;Saginaw;TX	Saginaw, TX
;San Angelo;TX	San Angelo, TX
;San Antonio;TX	San Antonio, TX
;Seabrook;TX	Seabrook, TX
;Texarkana;TX	Texarkana, TX
;Tyler;TX	Tyler, TX
;Victoria;TX	Victoria, TX
;Waco;TX	Waco, TX
;Wichita Falls;TX	Wichita Falls, TX
;Beaver;UT	Beaver, UT
;Bluff;UT	Bluff, UT
;Bountiful;UT	Bountiful, UT
;Cedar City;UT	Cedar City, UT
;Delta;UT	Delta, UT
;Eureka;UT	Eureka, UT
;Garland;UT	Garland, UT
;Green River;UT	Green River, UT
;Kanab;UT	Kanab, UT
;Layton;UT	Layton, UT
;Logan;UT	Logan, UT
;Milford;UT	Milford, UT
;Monticello;UT	Monticello, UT
;Murray;UT	Murray, UT
;Ogden;UT	Ogden, UT
;Orem;UT	Orem, UT
;Provo;UT	Provo, UT
;Richmond;UT	Richmond, UT
;Salina;UT	Salina, UT
;Salt Lake City;UT	Salt Lake City, UT
;St. George;UT	St. George, UT
;Vernal;UT	Vernal, UT
;Wendover;UT	Wendover, UT
;Alexandria;VA	Alexandria, VA
;Arlington;VA	Arlington, VA
;Charlottesville;VA	Charlottesville, VA
;Chesapeake;VA	Chesapeake, VA
;Danville;VA	Danville, VA
;Fredericksburg;VA	Fredericksburg, VA
;Hampton;VA	Hampton, VA
;Harrisonburg;VA	Harrisonburg, VA
;Herndon;VA	Herndon, VA
;King George;VA	King George, VA
;Lynchburg;VA	Lynchburg, VA
;Marion;VA	Marion, VA
;Martinsville;VA	Martinsville, VA
;Newport News;VA	Newport News, VA
;Norfolk;VA	Norfolk, VA
;Norton;VA	Norton, VA
;Petersburg;VA	Petersburg, VA
;Portsmouth;VA	Portsmouth, VA
;Richmond;VA	Richmond, VA
;Roanoke;VA	Roanoke, VA
;Sterling;VA	Sterling, VA
;Suffolk;VA	Suffolk, VA
;Virginia Beach;VA	Virginia Beach, VA
;Waynesboro;VA	Waynesboro, VA
;Winchester;VA	Winchester, VA
;Wytheville;VA	Wytheville, VA
;Barre;VT	Barre, VT
;Barton;VT	Barton, VT
;Bellows Falls;VT	Bellows Falls, VT
;Bennington;VT	Bennington, VT
;Brandon;VT	Brandon, VT
;Brattleboro;VT	Brattleboro, VT
;Bristol;VT	Bristol, VT
;Burlington;VT	Burlington, VT
;Essex Junction;VT	Essex Junction, VT
;Fair Haven;VT	Fair Haven, VT
;Middlebury;VT	Middlebury, VT
;Montpelier;VT	Montpelier, VT
;Newport;VT	Newport, VT
;Proctor;VT	Proctor, VT
;Randolph;VT	Randolph, VT
;Rutland;VT	Rutland, VT
;Springfield;VT	Springfield, VT
;St. Albans;VT	St. Albans, VT
;Winooski;VT	Winooski, VT
;Aberdeen;WA	Aberdeen, WA
